"","session","model"
"524","525","A5,A8,A2,P1,P73,P1,C57,C57,C40,C18,C37,B32,B29,B19,B28,P6,B13,B10,B15,B26,A16,A31,A31,A38,A16,P6"
"525","526","C2,C18,C19,B12,B11,B20,B28,B26,B31,B34,A37,A42,A43,A33,A34,A17"
"526","527","C30"
"527","528","B17,B16"
"528","529","P49,P72,B32,A15,A21"
"529","530","B14,B13,B11,B27"
"530","531","P67,B10,B11,B12,B13,C16,C7,C19,C7,B14,A2,A7"
"531","532","A3,P15"
"532","533","C1,C3,C23,C33,C49,A15,C54"
"533","534","A15,A31,A25,A28,B17,B9,B4,B24,B25,A21,A29"
"534","535","B25,A28"
"535","536","C3,C11,C2,C30,C53,C41"
"536","537","A13,A16,A30,A21,B1,B17"
"537","538","C7,C17,C4"
"538","539","B1,B4,B7,B8,B16,C1,C2,C13,C14,C23,C34,C32,C10,C2,C11,C14,C13,C16,B7,B8,B7,B8,A4,A27,A29"
"539","540","C16,A3,A7,A2,P1,P15"
"540","541","A10,A12,A2,A6"
"541","542","B15,B10,B17,B13,C10,C8,C9,C30,C21,C35,B4,B3,C53,C49,C46,C40,C37,C55,C48,P15,P33,P19,P48,P37,P46"
"542","543","C2"
"543","544","A17,P9,P9,P7,P6,P4,P13,C21,C29,C24,C39,C40,C47"
"544","545","B27"
"545","546","A4,B4"
"546","547","P17,B7,B8,P18,P29,P24"
"547","548","C21,C40,A2,P6,P7"
"548","549","C1"
"549","550","A11,B13,B15,B15,B23,B30,B31,B31,A11"
"550","551","A15,A7,A21,B4,B23,C17"
"551","552","C1"
"552","553","A12,A17,A31,A37,C2,B16,B15,A13,A15,P6,A15,B17,B19,B31,B33,B4,B4,B14,B12,C12,C17,A16,A11,A33,A22,A21,A30,A38,A39,A42"
"553","554","A5,A38,A39"
"554","555","C14,C2,C30,C53,B1,B28,A15"
"555","556","A11,A13,A14,A21,A22,A32,A34,C17,C26,C34,C35,C38,C49,C52,C56,C59"
"556","557","P13,P3"
"557","558","C17,C28"
"558","559","C26"
"559","560","A11,B2,B10,B17"
"560","561","B10,B17,B32,B23,B33,B26,P20"
"561","562","A12,A16,A16,A4,A6,C4,C13,C8,B4,B10,B11,B15,B12,B9,B3,B4"
"562","563","A16,A1,A12,A11,A6,A8,A5,A15,C1,C7,C9,C12,C17,C18,C13,A27,A31,A23,C46,C53,P11,P1,P4,P6,P7,P14,P7,P1,P23,P24,P46,P47,P42"
"563","564","A11,B13,P16"
"564","565","A10,A5,A12,C35"
"565","566","A17"
"566","567","P36"
"567","568","P1,P33,P50"
"568","569","C29"
"569","570","C30"
"570","571","B11,B15"
"571","572","A1,A2,A4,A4,A9,A15,A17,A10,A18,A22,A29,A31"
"572","573","B17,B23"
"573","574","A4,A15,A11,A3,A1,P6,P10,P27,P41"
"574","575","P14,P1,P16,P39,P48,P51,P39,P37,P38,P44,P52,P47,P65,P60,P55,P70,P81,P1"
"575","576","A17"
"576","577","A1,C5"
"577","578","B15,B10,B1,A1,A2,A3,A5,A13,B1"
"578","579","P16,P60"
"579","580","A15"
"580","581","A2,A5,A8,A12,A7"
"581","582","A2,A1,C2,C9"
"582","583","B1,B3,B6,B17,P1,P6,P11,P13,P16,P19,P26,P32,P33,P36,P38,P52,P81"
"583","584","A1,A2,A11,A15,A16,A18,A10,P1,P7,P20,P21,P33,P34,P36,P41,P40,P38,P49,P57,P58,P60,P65,P67,P69,P17,P41"
"584","585","C15"
"585","586","A9,A17,A32,A32,B4,B27"
"586","587","A5,A2,A12,A8,A3,A6,A8,A5,A5"
"587","588","B11,P23"
"588","589","B10"
"589","590","P40"
"590","591","B30,B19,B23,B32"
"591","592","P43"
"592","593","A1,A2,A5,A6"
"593","594","B10,B15,B26,A11,A4,C4,C16,C56,C19"
"594","595","A8,B4,C49,A21,A42,C50,C56,P5,A3,A9,A10"
"595","596","A11,A14"
"596","597","A12,A5,P17,P13,P33,P23,P37,B11,C13,C4"
"597","598","P80,P10"
"598","599","B16"
"599","600","P1,P36,P56,A17,A30,A38"
"600","601","B4,B9,B19,B23,B27,C5,C20,C41,P6,P17,P30,P37,P41,P57,P82,P77,P78,P82"
"601","602","B6,B23,A4,A15,C40"
"602","603","C1,C40,C53,A1,A9,A15,A20,A30,A30,A33,A37,A40,A43,B4,B10,B12,B13,B23,P16,P11,P19,P34,P43,P48,P49,P78,P74,P42,P33,P23,P11,P1,P2"
"603","604","A8,A9,A6,A10,A2,A17,A20,A30,A32,B2,B4,C25,C29,C36,C50,C37,C38,C40,P18,P23"
"604","605","C6,C16,C33,C42,A15,A35,B26,B32,B30"
"605","606","A2,A5,A7,A8,A17,A15,A32,A35,A42,B2,C1,C2,C5,C36"
"606","607","B24,A22,P7,P23"
"607","608","A17,A4,A15,A13,B8,B26,B19"
"608","609","B31,C17,C7"
"609","610","P15,P16,B3,P14,P3,P30,P39,B10,B8,B2,B1,C4,A15,A1,A17"
"610","611","A1,A2,A4,A6,P16"
"611","612","C3,C11,C7,B11"
"612","613","A1,A2,A12,A12,A9,A4,C4,C40,P6,A4,A9,B10,B10,P44"
"613","614","C8,C3,C25,P36,B27"
"614","615","A12,A34,B21,B22,C19,P8,P77"
"615","616","A17,A10,B1,B10,B32,B25,C15,C29,P9,B32,B32"
"616","617","B21"
"617","618","P1"
"618","619","C1,P4,P14,C8,C1"
"619","620","C16,B4,B32,A18,A11,B27"
"620","621","B13,B12,B10,B26,B28,A4,A11,A2,A33,A22,A27,A41,C17,C28,C19,P4,P11,P7,P23,P65"
"621","622","C1,P2,P4"
"622","623","A32,P9,C58,C58,C50"
"623","624","A22,A30,A34,A38,A43,A42,C35,C41,P24,P19,P39,P41,P37,P70,B4"
"624","625","B4,B1,C6,A4,P9"
"625","626","P1,P14,P13,P9,C4,C5,C13"
"626","627","P39"
"627","628","A13,A5,A17,B25,C26,P15,P49,P15,C26,B25"
"628","629","B13,B4,B2,B3,B8,A31,A29,C11,C55"
"629","630","A1,B13,B6,B9"
"630","631","A4,A2,A10,C29,C49,A29,A23,A27,P18,P2,P1,P1,P7,P50,P53,P43,P71,P73"
"631","632","P61"
"632","633","A4"
"633","634","C5,C8,C7,C6,C11,P60,P55"
"634","635","B11,B24"
"635","636","A1,P48"
"636","637","B14"
"637","638","P17,P6,P2,P25,P33,P20,P21,P36,P37,P44,P70,P56,P60,B15,B16,B17,B4,B30,B28,B31,B25,B24,B26,B27,P33,P25,P34,P50,P67,P44,P20,P36,P56,P20,P44,P20,P36,P56,P20,P44,P44,P20,P21,P33,P51,P50,P37,P56,P70,P82,P47,P46,P42,C14,C16,B1,B17,B11,B31,B26"
"638","639","B31,P33"
"639","640","P1,C8,C21,C50"
"640","641","P11,P35,P34,P25,P31,P37,P37,P41,A11,A1,A4,A15"
"641","642","C1"
"642","643","B11,B11,B12,B13,B15,B13,B11,B10"
"643","644","C3,A11,A2,P13,P9"
"644","645","A2,A2,A11,A17,A17,A9,A12,A19,A32,C56,A37"
"645","646","A7,A11"
"646","647","P14,P15,P17,P29,P77"
"647","648","C1,C4,C13,C25,C30,C35,C45,C1,C4,C5,C13,C47,C12,C21,C27,C27,C20,C28,C28,C44,C45,C4,C10,C13,C18,C26,C29,C30,C35,C36,C38,C47,B19,B30,C4,C12,C10,C10,C13,C18,C38,C44,C21,C27,C21,C21,C4,C44,C21"
"648","649","A11"
"649","650","A5,A10,A17,A12,C15,C15,C15,C14,P23,P16"
"650","651","A31"
"651","652","A43,A43"
"652","653","B19,P16,P48,P48,P48,P65,B14,B15,B19"
"653","654","B15,B14,B19,B21,B24,B31,B32,C31,C34,C38,B31"
"654","655","A4,A14"
"655","656","A2,C7"
"656","657","A20,B17"
"657","658","C7,C15,P15,B12,B4"
"658","659","B30,A43,A37"
"659","660","B4,C45,P19"
"660","661","C3,A1,A3,B16,A10"
"661","662","C14,A42"
"662","663","A8,A14,A1,A3,C44,P4,P11,C56,C57,P4,C57"
"663","664","P10"
"664","665","P6,P15"
"665","666","C4"
"666","667","B10,B14,B11,B12"
"667","668","A4,P14,P4"
"668","669","B24,A3,A11,A12"
"669","670","C19"
"670","671","A29,C13,C1,C10"
"671","672","B2"
"672","673","B4,B7,C6,P32"
"673","674","C17"
"674","675","B10,B1"
"675","676","B1,B10,B13,B16,B31,B27,B21,P8,P12,P12,P47,P60,A15"
"676","677","A16,A16,A16,A16,A18,A13,A11,A14,A21,A33,A21,A11,P11,P2,P23,P74,A22,A33,A21,A13"
"677","678","A29,A21,A29,A12,A15,A14,A26,A32,A27,A42"
"678","679","C16,C6,C8"
"679","680","B10,B15,B1,C1,C7,C4,C15,C17"
"680","681","A18,A20,A19"
"681","682","C2,A12,B16,A12"
"682","683","A13,A15,A18,A16,C12,C17,C3,C4,B17,B1,B4,B3"
"683","684","A11,P1"
"684","685","A17,A15,A10,A11,A15,A9"
"685","686","C4,C5,C2,B10,B10,B13,B16,B12,B15"
"686","687","A31"
"687","688","A2,A15"
"688","689","C13,C6,B13,B9,A2,A9,A7"
"689","690","A15,A4,P17,B4,B10,B13,B14,P17,C12,C11,C1,C2,C5,C8,C17,C15,C13,C34,C29,C36,C26,C21,C42,C41,C40,C46,C44,C56,P55,P64,P48,P50,P17,P17,P17"
"690","691","A5"
"691","692","P39"
"692","693","A11"
"693","694","C20,C21,C45,C44,P64,P77,A1"
"694","695","B15,B4,B6,C8,C17,C4,A15,A24,C2,C30,C34,C50,C40,C44,C49,C36,C25,C24,C21,C20,C29,P1,A9,A6,A11,A16,A26,A19"
"695","696","C5"
"696","697","B10,B12,B13,B2"
"697","698","B4,B2,P16,P1"
"698","699","B3,B4,B6"
"699","700","A17"
"700","701","A42,C59,P16,P16,P48,P48,P61,P61,P61"
"701","702","B32,B24,B24"
"702","703","A1,A2,B16,B24,P2"
"703","704","A2,A1,A16,A21,C2,C40"
"704","705","P9,A4,A15,P1"
"705","706","A3"
"706","707","P1,P2,P2,P6"
"707","708","A4,A2,A3,A7,C3,C5,C23,C40,A19,A20,A26,A31,A31,P1,P39,P46"
"708","709","A6,P1,P7"
"709","710","B14,A14,A16"
"710","711","B16,B10,B15"
"711","712","P1,P6,P24,P6,P1"
"712","713","C10,P4,P15"
"713","714","A10,A6,A22,P48"
"714","715","B14"
"715","716","C8,C38,P12,P4,P4"
"716","717","B11,B34,C9,A17"
"717","718","A10,B4,B9,B10,B11,B13,B32,B30,B26"
"718","719","B2,P20,P44,P72,P78,P77,P62"
"719","720","C6,C18,C12,C4,C7,C7,C34,C36,C26,C44"
"720","721","C18,C7,P6"
"721","722","B16,B17,B1,B8,B24,A25,C5,C37,P42,P50,P60,P56,P55,P50,C5,C2,B8,P34,B16"
"722","723","B3,B9,B10,B27,B31,B32,A11,A24,A35"
"723","724","C5"
"724","725","A13,A16,B1,B17"
"725","726","B10"
"726","727","A7,A9,A5,A5,A2,A9,A15,C5,C34,C40,A9,A8,A9"
"727","728","B10,B13,B4,B1,B15,C17,C1"
"728","729","C46"
"729","730","A4,B10,B27,B24"
"730","731","A13,A8,B4,P13,P14,P18"
"731","732","C18,C4,C14,C1,C11"
"732","733","A13,P1,P12"
"733","734","P5"
"734","735","C7,C18,B32,B34,A12,A3,A7,C53,C47,C44,C27,P12,P14"
"735","736","C14"
"736","737","P6,P8,P47,P65,P70,P15,P5"
"737","738","A5,A11"
"738","739","B14,C4,C35,P15,P12,P5"
"739","740","P38,P39,P41,P48,P57,P58,P65,B4,B15,B24,C38,A4"
"740","741","B19,B32,B21,B24,B4,B8"
"741","742","B1,A5,A2,A12,C3"
"742","743","P6,P6"
"743","744","B5,B30,B31,P49,P48,P60,C1,A13,B1,B17,B19"
"744","745","A4,A11,A21,C17,C29,C50,C56,C57,C59,P3,C56"
"745","746","A11,B4,B10,B23,B31,P5,P6,P19,P39"
"746","747","C56,C57,C59,C58,C13,A13,A7,A15,A14,A4,A35"
"747","748","C10,C1"
"748","749","B1,B13,B16,B24,B25,B26,B32,C16,C5,C27,C34,C38,C41,C39,C57,C56,C59,A15,A35,A32"
"749","750","C29,A13,A15,A16,A16,A21"
"750","751","B26,B19,B26"
"751","752","A35"
"752","753","C29"
"753","754","P6,P33"
"754","755","C13,A15,C13"
"755","756","A15,P15"
"756","757","A11,A7,B4,B23,C34,C40,A7,A11"
"757","758","A3,A2,A5,A6,A7,A15,B10,P17,P1"
"758","759","B6,B12,B14,B17,B15,B3,B5,B9"
"759","760","B5"
"760","761","A13,A5,A15,C14,C16"
"761","762","B13,B15"
"762","763","A1"
"763","764","C50,C51,C9,C14,C17,C3,B6,B2,B4,B9,B5,B1,B31,B23,B26,B29,B22,B27,A4,A13,A30,A29,A31,A40,A42,C56,P1,P2,P3,P4,P6,P17,P33,P34,P35"
"764","765","A1,B4,P50,P43,P61,B4"
"765","766","C40"
"766","767","A1,A2,A4,A9,A14,A11,A10,A6,A12"
"767","768","A1,C7,C2"
"768","769","C8,C17,C14,C27,C32,B10,B10,B12,P21,P48,P65,A2"
"769","770","A7,C40,P1,P2,P43,P23,A7"
"770","771","A20,A19,A18,A18,A20"
"771","772","B16,A29,P49"
"772","773","A5,B10"
"773","774","A15,A16,A25,A31,A41,C2,C5,C6,C11,C13,C16,C27,C45"
"774","775","B30,B21,B23,B24,C1,C16,C30,P17,P15,P36,P33,P41"
"775","776","P16"
"776","777","B30"
"777","778","B21"
"778","779","P48,P81,P4"
"779","780","B4,C11,B4,P16,P9"
"780","781","P4"
"781","782","P1,P9,C10"
"782","783","A4,P49"
"783","784","A17"
"784","785","A8,A15,B17"
"785","786","P34"
"786","787","B2,A14,B2,B2"
"787","788","A2,A2,A2,A4"
"788","789","B17"
"789","790","A13"
"790","791","A10"
"791","792","C11"
"792","793","P16,P33"
"793","794","C41"
"794","795","C5,C2,C15,A35,B17,B16,B13,A35,A41,B16,B13,B17,B14,B24,B23,B20,B19,B33,B34"
"795","796","C2"
"796","797","C14"
"797","798","A11,A11,A11,A11"
"798","799","B3"
"799","800","A13,A15,A28,A19,C11,C14,C5,C35,C58,B10,B15,B23,C34,C54"
"800","801","B4,P70"
"801","802","C24,C26,C57,C56,P4,P48,C44,P77,P77,B4,B9,B4"
"802","803","C51,C45,C45,C37,C3,C2,C8,C17,C34,C36,C23,A36,A36,A11,P1,P12,P17,P18,P15,C33,C30,C37,C33,C33"
"803","804","A11,A13,A34"
"804","805","A38,A43"
"805","806","C1,C18,C23,A13,A15"
"806","807","B4,B17"
"807","808","P1,P3,P4,P5,P6,P8,P70,P70,P77"
"808","809","C17"
"809","810","A11,A6,C1,C24,C19,C33,C40,C41,C53,P15,B16,B1,B17"
"810","811","A11,A22,B3,A22,B3"
"811","812","B9,B9"
"812","813","A15,C14,C6,C17"
"813","814","B16,B16,B15,B23,B24,B25,B26,B32,P16,P33,P34,P60,P33"
"814","815","A1,A2,A3,A15,A10,C30,C40,C54,P1,P10,P13,P14,P24,P27,P34,P52,P43,P66,P72,P73,P78,P74,P74,P76"
"815","816","P4"
"816","817","P2,C7,C7,P2"
"817","818","C5"
"818","819","B26,B8"
"819","820","B10,B13,B11"
"820","821","C19,C31,C59,B1,B4,B10"
"821","822","A1,A2,A15,C1,C34,C46,P16,A15"
"822","823","A11,B1"
"823","824","B13,B15,B25,B26,B27,B25,B24,B26,B27,B32,B31,B19,A2,A8"
"824","825","C8,C13,C46,P6"
"825","826","A9"
"826","827","A15,A13,A11,A16,A18,A9,A4,P15,P13,P11,P9,P16,P3,P13,P18,P17,P8,P3,P14,P16,P3,P15,P9,C6,C11,C1,B1,B4,A28,P20,P23,P30,P44,P48,P73,P74,P77,P1,P23,P23,P13,P3,P2,P1,P4,P5,P6,P8,P10,P12,P13,P15,P17,P18,P9,P23,A15,A18"
"827","828","A9,P73,P1"
"828","829","B4,A7,C26,C29,C40,P1,P3,P1,A7,B4"
"829","830","B24,B32,B17"
"830","831","C1,C4,C14,C11,P1,P2,P3,P17,B2,B4,B7,A2,A42,B7"
"831","832","B15,P15,P16,P17,P6,P33"
"832","833","A7,A7"
"833","834","B6,B34,B6,B5,B34,P6,P10,P18,P1"
"834","835","B3,B1,B16,B15,B15,B6"
"835","836","P60,P55,P59,P70,P43,P48,P39,P15,P23,C5"
"836","837","C9,C9,C34,C51,C23,C9,C10"
"837","838","A13,A18,C7,A22,A21"
"838","839","P6"
"839","840","C4,C11"
"840","841","P18,P3,P37,P45,P45,P59,P58,P68,P45,P38,P38,P14,P14,C30,P37,P67,P67"
"841","842","A1,A4,A15,A11,A24,A35,A35,P5"
"842","843","B4,B3,B32"
"843","844","B2,B3,B5,B8,B9,C11,C19,C43,C52,C55,C58,A15,A21,A30,A43,C58,A13,A17,A26,A26,A27,A29,A34,A38,A37,A4,A1,A2,P26,P29,P48,P61,P70,P70,P70,P82,P82,A31,A26,A41,A42,A20,C34,C36"
"844","845","C5,C26,B13"
"845","846","A3,A5,A6"
"846","847","A3,A19,A21,C6"
"847","848","C6,C38,P1,P5,P21,P33,P39,B15"
"848","849","C29,C33,C34,C35,C49,C50,C54,C48,C55,P6,P1,P17,P4,P19,P20,P37,P49,P61,P64,P82,P78,A1,A2,A10,A11,A15,A19,A20,A31,A39,A43,P78,C55"
"849","850","P5,A4,A29,A31,A26,A27,A15,P5,A15"
"850","851","B5,A16"
"851","852","B13,C1,C13,C1,C18,C13"
"852","853","P16,B23,B24,B26"
"853","854","A15"
"854","855","A18"
"855","856","C17,C23,C25,C26,C49,C50,C54,C56,P78"
"856","857","A11,P37,P73,P74,P75,C1,C26,A2,P1"
"857","858","P33,P34,B1,B28"
"858","859","B10,B13,B12,B9,B14,B11,B11,B11,B9,B3,B17,B9,B11,C4,C7,C8,A17"
"859","860","B13,B6,B14,B14"
"860","861","B8"
"861","862","P33,B4,B31,B23,A31,A28"
"862","863","B20,B22,B21,B24,A29,A29,A29"
"863","864","A21"
"864","865","B2,B4,C50,C40"
"865","866","A2,A11"
"866","867","C8,C6,A12,A9,A22,B27,P7,P15"
"867","868","C5,C11,C17,C2,A16,A17,P1"
"868","869","B2"
"869","870","B23"
"870","871","C46"
"871","872","B4"
"872","873","C7"
"873","874","A15"
"874","875","C40,B24,B32,B26,B26,B24"
"875","876","B15,B10,B13,B16,B31,B24,B32,B30,B23,B26,B15,B1"
"876","877","B10,B7,B6,P15,P1,P25,P20,P30,P34,P51,P37,P41,P39,P48,P42,P61,P63,P56,P67,P66,P72,P60,P55,P58,P59,P76,P82,P29"
"877","878","P16,A1,A2,A3,A5,C1,C2,C8,C11,C14,P15,P25"
"878","879","B1,B15,B10,B30,B24,P14,P23,P70,P64"
"879","880","C15,C11,C11,C25,C41,C42,C42,C46,C46,C50,C55,C55,A11,C15,B12,B31,B27,C14,C15"
"880","881","B13,B12,B16,C14,P33,P34"
"881","882","P12,P29"
"882","883","C49,C40"
"883","884","B31,P3"
"884","885","P7,P9,P9,P13,P44,P49,P70,P74,C27"
"885","886","A11,A40,A30,B10,B17"
"886","887","B15,B13,C42"
"887","888","C7,C17"
"888","889","C13,A16,P12,P3,C53"
"889","890","A12"
"890","891","C38,P1,C38,C38"
"891","892","C26,C40,C46,P15,C19,B13,B12,B30,B32"
"892","893","B2,B4,B3,B9,B24,P3"
"893","894","A15,A10,C30,C35,C35,C35,C35,C21,C21,C40,C40,P15,P1"
"894","895","A6,A10,A2,A2,A4"
"895","896","B4,B4,B11,B11,B10,B10,A15,A15,C5,C5,C17,C17,C4,C4,C20,C20,C34,C34,C27,C27,C21,C21,C47,C39,C39,C56,C56,C59,C59,C58,C58,C57,C57,B17,B17,B21,B21,B24,B24,B32,B32,B19,B19,B28,B28,B4,B4,B9,B9"
"896","897","C5,C10,C14,C38,A9"
"897","898","C1"
"898","899","A7,A12,A18,A21,A33,A34,A30,A43,A22,A22,A7,A5,A12,A16,A14,A32,B3,B2,A5,A6,A14,A11,A33,A28"
"899","900","C10"
"900","901","A18,A13,A10,A38"
"901","902","B1,B10,B11,B12,B15,B16,B32,B31,B24,P1,P12,P17,P25,P36"
"902","903","C35,C34,C34"
"903","904","C2,B16"
"904","905","A2"
"905","906","A41,A43,A41,A42,C21,B6"
"906","907","A18"
"907","908","A13,A17,A30,B4,B16,B9,B34"
"908","909","A1,A15,B1,B4,B16,B10,C1,C2,C12,C8,C18,P4,P15,P13,P13,C18,B10,B10"
"909","910","B11,B16,B4,B30,B32,C6,C51,C16,B4"
"910","911","P16,P18,P6,P8,A2,P1,C34,C51"
"911","912","A1,A2,A4,A15,A12,B2,C8,C5,C7,C32,C34,C36,C40,C42,C49,C50,C56"
"912","913","C1,C17"
"913","914","C24,A4,A6,A4,P1,A4"
"914","915","B30,B30,A31,A31"
"915","916","B21,B31"
"916","917","A6,P1,P2,P3,P4,P13,B1,B2,B3,B4,B5"
"917","918","A11"
"918","919","C49,C49"
"919","920","A1,A2,A10,A14,A18,A22,A30,B2,C9,C23,C29,C36,C50,C49,C57,P43,P71"
"920","921","A2,A10,A12,A14,A17,C8"
"921","922","B27,C11,C11,A2,A3,A5,A14,A8,A9,A10"
"922","923","C5,C18,A15"
"923","924","B28,B34,B2,B14,C10,C11,A11"
"924","925","A25,B15,B17,B2,B4,C23,C22,C20,C31,C49,C50"
"925","926","A3,A9,A17,A16,A15,A15,A14,A13,A12,A11,A13,A21,A43,A43,A40"
"926","927","B4,B30,C4,C16,A1,A9"
"927","928","A1,A4,A17,A16,B16"
"928","929","C5"
"929","930","A31,A31,A26,A29,A9,A14,A1,A17,A32,P23"
"930","931","P36,P50,P56,P56"
"931","932","A4,A15,C3,C1,A15"
"932","933","A5,A16,A21"
"933","934","C53"
"934","935","B4"
"935","936","B10,C5,P43,C5,A40"
"936","937","C7"
"937","938","A4,A26,A28,A31,P82"
"938","939","A4"
"939","940","A11,A2"
"940","941","P17"
"941","942","C1,C17,A4,A12,A15,A32,A10,B10,B13,B12,B15,B24,B30,B19,A3"
"942","943","C19,C34,C33,C46,C44,B12,B10,B11,B13,B14,B13,B10"
"943","944","A1,A10,A25,A41,C1,C4,C6,C11,P41"
"944","945","A15,A10,C2,C5,C17,C14,C3,P1,P15,P16,P33,P40,P41"
"945","946","B2,B4,P16"
"946","947","C2,C10,P15,P10,P17,P16,P31,P27,P23,P37,P40,P75,P24,P21,P34,P36,P27,C3,A37,P38,P65,P57,P72,P74,P31"
"947","948","A21,A2,B16,B32,C56,P16,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P12,P13,P14,P15,P17,P18,P19,P11,P20,P21,P23,P24,P25,P26,P27,P29,P30,P31,P32,P33,P34,P35,P36,P37,P41,P48,P49,P50,P61,P82,P78,P76,P63"
"948","949","A4"
"949","950","C5"
"950","951","C44,C45,P13,B13,B5,A12,A2,A26,A3,C26,P49,P9,B23,A1,A11,A13,A19"
"951","952","A1,A2,A3,A6,A32,A10"
"952","953","A18,A22,A38"
"953","954","P6,P49,P75,P75"
"954","955","C5,C7,A10,B2,B16,B13,B25,C7,B32,C5,C29,C40,C50,C56,C6,C6,C29,P1,P43,P50,P55,P60,P59,P70,P72,P82"
"955","956","P1,P3,P6,P14,C2,C3,C5,C6,C8,C14,P15,P15,P16,P50,P55,P74,A13,A15,A30,A27,A33,A38,C33,C29,C23,B1,B4,B33,B27,C8"
"956","957","B13,B17,B21,B23,B32,B24,B26,C24"
"957","958","C14"
"958","959","P1,P2,P3,P50,P49,P63,P71,P65,P70,P39"
"959","960","A2"
"960","961","A7,A20,A2,A32,A41"
"961","962","A15,A15,A17"
"962","963","A1,A2,A3,A9,A5,C9,C7,P11,P3,P23,P39,P43,B3,B2"
"963","964","A15"
"964","965","A7,A15"
"965","966","A10,A10,A12,A10,C3,A10,A1,P23,C7,C30,C25,C48,C50,C35,C24,P4,P1,P1,P14,C24,C25,A10,P15,P15,P2,P1,A11,A9,A10,C25"
"966","967","A2,A9,P1,A2,A3,A8,P1"
"967","968","B13,B11,B4"
"968","969","A16,A7,A10,B4,B16"
"969","970","A11,A10,A17,A7,P17"
"970","971","A5,A11,A11,A14,B11,C5,C26,C40,C58,P6,P55"
"971","972","A4"
"972","973","B11,B10,B14,B21,B29,B23,B30,B32,P2"
"973","974","A12,A18,A17,A3,A6,P3,P7,P9,P16,P15,P3,P36"
"974","975","B6,B14,C5,A17"
"975","976","B21,B32,B30"
"976","977","B24"
"977","978","A5,B32,B24"
"978","979","C9,C12,C17,C21,C42,C54,B8,P6"
"979","980","P37"
"980","981","B4"
"981","982","A15"
"982","983","A29,A37,P14,P6,P23,P17,P1,P3,P7,P8,P23,P36,A11,A17,A34,A30,A34,A43,A37,A9,A14,A12,A34,C25,C52,B17"
"983","984","P2,P6"
"984","985","C12,C17,C21"
"985","986","P16,B10,B12,B15,B13,B19,B24,B24"
"986","987","B6,B31,B32"
"987","988","B13,B15"
"988","989","B17,B14,B4,B2,B33,B32"
"989","990","P60,P59,P55,P49"
"990","991","C10"
"991","992","A2,A15,A16,A19,A20,A40,B1,B2,B3,B4,B15,B16,B19,B26,B30,C5,P15,P20,P39,P82"
"992","993","A2"
"993","994","P18"
"994","995","A28,A31,A36"
"995","996","A4,A8,A42,B10"
"996","997","B13,B24"
"997","998","C5,C5"
"998","999","A1"
"999","1000","C40,P16"
"1000","1001","A2,A16,A12"
"1001","1002","B31,B31,B14,B12,B6,B7,B23,B21,B28,B30,C10,C30,C53,C51,P6,P33,P34"
"1002","1003","C35,P15,P16"
"1003","1004","P4,P4,P4"
"1004","1005","A17"
"1005","1006","A4"
"1006","1007","C8,C8,C40,P1,P71,B22,B11"
"1007","1008","B4,P12,P12,P12"
"1008","1009","C10"
"1009","1010","C1,C17,A11"
"1010","1011","P48,P40,P61,P63,A1,A30,A40"
"1011","1012","B8,A31,A31,A31,A31,A31,B11,B5,P1"
"1012","1013","C35,C51,C41,C53,C56,C59"
"1013","1014","A1,A9"
"1014","1015","A1,A16,A8,A8,A8,A5,A5,A6,A3,A3,A3,A3,A32,C13,C13,C25,A7,A2,A32,A2,A33,C42"
"1015","1016","A16,A2,A9,A8"
"1016","1017","A2,A8,A5,A3,A9,A7,A31,A33,A28,A23,A35"
"1017","1018","A1,A13,A8,C5,C56,B26"
"1018","1019","P14,P33,P77,P82,P82,C56,C57,A5"
"1019","1020","B12"
"1020","1021","C38,C47,C45"
"1021","1022","P6,P17,P12"
"1022","1023","C49,C5,A35,P6,C5"
"1023","1024","B4,C27"
"1024","1025","P1,A5,A6,A10,C7,B14,A2,A12,A5,A38"
"1025","1026","A10,A17"
"1026","1027","A4,A27,A12,A15,A20,P6,P13,P1,P78"
"1027","1028","P17,P33,P41,P16,P46,P47,P48,P50,P55,B10,B24,B32,B2,B6,B25,P23"
"1028","1029","C52"
"1029","1030","A6,A6,A30,B25,B26,B1,B4,B11,B16,B17,B17,C13,C55,C21,C24,P1,P12,P16,P15,P23,P33,P35,P40,P46,P50,P60,P65,P78,C6,P5,B23,B24,B30,B30,B32,B33,B34"
"1030","1031","P14,P15,P38,P65,P65,P39,C30,P6,P34,P39,A24"
"1031","1032","B10,B11,B31"
"1032","1033","A37,A1,B4,B13,P5,P34"
"1033","1034","P3,P14,B27,B24,A33,A29,A37"
"1034","1035","B32,A15,A16,A17,A31,A29"
"1035","1036","P56"
"1036","1037","A14,A14,A5,B5,B7"
"1037","1038","P15,P61,P78,P58,P7,P5,A4,B3"
"1038","1039","B27,A11,A13,A16,C7"
"1039","1040","B11,B13,B12,B19,B26,B23,B20,B22,B31,B24,B28,B33,B24,C12"
"1040","1041","P2,A2,A4,A5,P2"
"1041","1042","B25,P7,P6,P37,P50,P81,P74"
"1042","1043","P14,A11,A13,A14,A10,A12,B4,B24,B27,C17,C15,C16,C14,C31,C30,C34,C49,C50,C53,A27,A11"
"1043","1044","P56"
"1044","1045","C1,C22,C29"
"1045","1046","P15,B4"
"1046","1047","B3,B31,B28"
